transcript,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11
practical-inclusiveness-and-earned-governance-linkedtrust.transcription,0.034913212047752544,0.0008240547286657387,0.11326294876455911,0.012879153924023959,0.0,0.03786406485833338,0.03771158143373206,0.0,0.0,0.0077599239623590485,0.09719713951687989,0.04503132891642895
rau-rodriguez-metagov-20221214.transcription,0.019146535537119057,0.0,0.0,0.0,0.0,0.0,0.0,0.06002776775676382,0.0,0.0,0.5882406991349727,0.0
revel-metagov-20230222.transcription,0.0,0.0,0.0,0.0,0.0,0.3502857920592356,0.0,0.007854107181023032,0.0,0.0,0.0,0.0
rheingold-metagov.transcription,0.06633950560266409,0.0,0.0,0.0,0.10753208882750881,0.18912894552216467,0.010628329700953235,0.058929707650408523,0.0,0.0,0.004270079531005368,0.07361575349804791
roy-metagov.transcription,0.013588810979215035,0.015847857329761388,0.0,0.052050307528184674,0.0,0.026228963387813282,0.012039969527824036,0.10684241405991657,0.08000569172236649,0.001774060343727758,0.09332376518426874,0.011862058745397272
rxcvoice-metagov.transcription,0.0015097066591279443,0.0,0.020841660897002658,0.00020370702377302786,0.0,0.30370562568273995,0.0008458479196118729,0.0,0.0,0.0,0.018411909418832396,0.0
sanfilippo-metagov_20210818_2119.transcription,0.01978801620019159,0.00930247713317487,0.0,0.0,0.046465330879502935,0.02413212268026262,0.004226380378668183,0.07327388647708334,0.0,0.2991203735557987,0.0,0.0
scaling-digital-support-systems-sisson.transcription,0.0,0.13411383931601015,0.0,0.0,0.0,0.015231898525869064,0.009034431500949826,0.0,0.0,0.27909650647072354,0.05466716442296897,0.007354469910374242
schingler-metagov.transcription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3295481231958609,0.0,0.0,0.0,0.0
seering-metagov.transcription,0.0,0.0,0.0,0.0,0.5679052237183181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
semaan-metagov-20240124.transcription,0.04469162718246486,0.0,0.0,0.022919368557230542,0.38458409355859563,0.0,0.0,0.0025570693638869925,0.0,0.0,0.0,0.0
sex-and-economy-reading-desire-in-web3-neta-dao.transcription,0.0,0.0,0.0,0.023152276929977615,0.0,0.02034180774601579,0.009696941054135341,0.032755120588340375,0.24357754213818864,0.0,0.0,0.01938499619662874
shapiro-metagov-20231122.transcription,0.0005625866946401562,0.0,0.002174965432270566,0.2108103856568621,0.0,0.07786481869085182,0.0,0.0,0.01923116246437551,0.014724501675754507,0.0032374308039675556,0.03096997998367036
sharma-metagov-20231206.transcription,0.0,0.2916093584850725,0.07078153743904965,0.015795594843801025,0.007031985539768206,0.12135186809852071,0.0,0.0,0.0,0.0,0.0002630665867755717,0.0
shimony-metagov-20230823.transcription,0.03482693058916,0.10517404918170326,0.12413266686927277,0.02534065213547733,0.010153042841200602,0.021502691663490364,0.020013177503559524,0.05905005295350905,0.07443631366308853,0.0,0.0,0.0
shorttalks-20220504-metagov.transcription,0.13362856273746032,0.01986023520215006,0.10500835526656431,0.0,0.0012783098023511998,0.06222095039472271,0.016016975508732104,0.0306564961284865,0.04857618054264584,0.011170913534036762,0.0,0.008733715758530918
shorttalks-20220706-metagov.transcription,0.11627008240654382,0.0,0.10874425482600973,0.005940506353049053,0.0,0.06011606973521133,0.0020013230206190774,0.10034331475634485,0.0,0.0,0.0,0.0
shorttalks-20220803-metagov.transcription,0.12838853875066572,0.0015709424790488528,0.04816120927079465,0.014512065647188049,0.0,0.060136827196538484,0.0001561255053152675,0.09266134901056385,0.0,0.07281233042073479,0.0,0.0006838136432502207
shorttalks-metagov-20221005.transcription,0.007255205872953945,0.007978269795952442,0.23162018450481617,0.012997017883639068,0.0,0.0,0.0,0.02944071880888318,0.015701209387771725,0.030260073432893973,0.017796108152010513,0.0
shorttalks-metagov-20221102.transcription,0.0,0.0019666729622570276,0.1505166758646488,0.0,0.007168481683762926,0.0,0.0,0.0914972026036668,0.07498328921389978,0.021959723738177846,0.060732414563501425,0.018121960954961384
shorttalks-metagov-20221207.transcription,0.21796534697147912,0.006762363573847507,0.0,0.009409073715078178,0.022849698067071347,0.07280275568640719,0.0014792186994705514,0.0,0.0,0.010869858182757616,0.0,0.0033691279903088987
shorttalks-metagov-2023018.transcription,0.1330759473519835,0.0,0.019174222102748106,0.0,0.0009113546982559344,0.2107260575196095,0.0,0.02461845409124714,0.0,0.02424806577472929,0.0,0.0
shorttalks-metagov-20230510.transcription,0.0,0.0,0.1896610159403617,0.1290268154003652,0.010073771815281154,0.0,0.0,0.0,0.010174186523342526,0.0,0.0,0.0
shorttalks-metagov-20230614.transcription,0.12093599728058005,0.02996168377626317,0.0,0.055932420011866636,0.0028949737861432836,0.03081968242285596,0.019413539615994936,0.0,0.009902756353796274,0.02086919983443045,0.0,0.007648012214230515
shorttalks-metagov-20230809.transcription,0.0,0.0,0.0,0.027522834155754877,0.0,0.1635942499647619,0.0,0.0,0.07461670622707325,0.20304899037175886,0.0,0.0
shorttalks-metagov-20231011.transcription,0.19865785992658175,0.003433503285822368,0.021750753963452062,0.0,0.0,0.0,0.022577119408617393,0.0,0.04096296935618873,0.0118401796230911,0.045005695099134324,0.020150183971488735
shorttalks-metagov-20231213.transcription,0.0650131755340142,0.0037770723797012264,0.0,0.07296486942918205,0.0047652983218639455,0.1428242479465983,0.015175569206271576,0.01659154887505298,0.010694774774269408,0.0,0.055676927343623804,0.017272948244440523
shorttalks-metagov.transcription,0.08962226708507388,0.010466957826525642,0.2307277997762306,0.012206478882320132,0.029410828661107006,0.01313043790229081,0.003130904226935395,0.010541248205729381,0.0,0.10428737322177903,0.0,0.0
showcase-metagov.transcription,0.031698377327799926,0.0028152098802913953,0.029053594907743365,0.122869729362771,0.0,0.0989293347293928,0.0,0.018384978149863496,0.0019314743832958422,0.03849128625889995,0.0,0.23713268965455914
stray-metagov-20221123.transcription,0.0,0.07564301842973385,0.0,0.008379560877543855,0.10919709341810314,0.24326317205353062,0.0015140986685531269,0.009763106782406933,0.0,0.08786351146580464,0.0,0.0
suantak-metagov-20230830.transcription,0.038498874406337626,0.005249556989919278,0.002314704051511953,0.10319967977756701,0.0,0.019733091562344537,0.0,0.0,0.023605829007181202,0.005179764513676471,0.0,0.07184050150902035
tank-metagov-20230726.transcription,0.11268639847377702,0.0,0.01678946228546779,0.0,0.01581431067346149,0.01639906954813035,0.0019998024727653284,0.07997650760635705,0.0,0.09669733222182639,0.0,0.0
thorburn-metagov-20231004.transcription,0.02107118811226364,0.011932896711601124,0.0,0.0,0.02004395991090161,0.17200869356956996,0.0,0.06166629331242182,0.0,0.018132573767354533,0.0,0.032445258357512
transfer-data-trust-nichole.transcription,0.0,0.0014929776246363163,0.0,0.058047106322274465,0.0,0.0,0.0,0.0,0.19876637026605745,0.2827037058339127,0.0,0.0
troncoso-metagov-20231108.transcription,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5217643786535209,0.0,0.0,0.0
vergne-metagov.transcription,0.0,0.0,0.08313589787715317,0.03126394474536585,0.0,0.281632965728777,0.0,0.0,0.008512302194501832,0.0,0.006215922130690915,0.0
what-are-meetings-spitzberg.transcription,0.10867440757202015,0.0,0.0,0.0,0.0,0.0,0.014043734741105682,0.0,0.019472281174275814,0.0,0.031261917249139376,0.13336358577761076
willshire-metagov-20230719.transcription,0.2131326812584032,0.013260718432894473,0.010753643086702883,0.015944761868548592,0.0,0.017421424176543056,0.0,0.0,0.0,0.0,0.0,0.008840865227818968
winger-bearskin-metagov.transcription,0.1148602129373763,0.015414145814544155,0.0011106204383263742,0.0,0.012279834984133361,0.010851231427416603,0.003617103323030846,0.044138842834352925,0.08339736794946045,0.06977051554374263,0.0,0.024142544963750324
yakcollective-metagov.transcription,0.13966032893326824,0.0,0.021722180799368867,0.0,0.0,0.0,0.0,0.053498718050546575,0.04859357378479877,0.0010783157516116586,0.025916959978266242,0.0849768574791406
zahn-metagov-20230208.transcription,0.02475859955215093,0.06270909835240443,0.037273581718868236,0.016045157978331573,0.0,0.018075709926858474,0.0236251935998201,0.1246881175495891,0.1030358566262752,0.030331824859809967,0.0,0.015096060866233165
zhu-metagov.transcription,0.011912898879101028,0.11066343480580564,0.00862919219943178,0.0,0.1505690975022018,0.019383420690750965,0.0025391317005424865,0.0,0.04742773816777781,0.09245988077057021,0.0,0.0
zine-release-change-is-in-the-cards-governance-transitions-in-open-source-commun.transcription,0.12586333471338357,0.026532687632654976,0.0006117592934918703,0.0,0.0,0.0,0.0,0.0,0.03832559402357262,0.013950356588179719,0.0,0.06963059921128603
